u_id,fatals,a_ct,a_ped_f,a_pedal_f,a_roll,a_hr,a_polpur,month,day,day_week,hour,minute,a_dow_type,a_tod_type,state,a_region,a_ru,a_inter,a_intsec,a_roadfc,a_junc,a_relrd,age,permvit,pernotmvit,a_ped,mod_year,a_body,owner,deaths,numoccs,impact1,deformed,ve_forms,ve_total,weather,lgt_cond,driver_factor
52305,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,6,fri,16.0,30.0,Weekday,Daytime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,53,1,1,no,2007.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,1,Clear,Daylight,other
34636,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,2,23,thu,21.0,0.0,Weekday,Nighttime,California,"Arizona, California, Hawaii",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,63,2,1,yes,1987.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,0,2.0,Clockpoint 12,Functional damage,1,1,Clear,Dark - lighted,other
36798,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,6,thu,20.0,6.0,Weekday,Nighttime,Michigan,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,51,1,1,yes,2017.0,Van-Based Light Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),0,1.0,Clockpoint 12,Disabling damage,1,1,Snow,Dark - lighted,other
25580,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,1,2,sat,16.0,14.0,Weekend,Daytime,West Virginia,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,42,1,0,no,1997.0,Other Vehicles,Driver (in this crash) Was Registered Owner,1,1.0,,Minor damage,1,1,Clear,Daylight,drunk_driver_involved
23843,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,7,28,sat,6.0,0.0,Weekend,Daytime,Oklahoma,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,25,1,0,no,2005.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Cloudy,Dark - unknown lighting,other
33851,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,9,2,fri,22.0,5.0,Weekday,Nighttime,Kentucky,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,Off Roadway/Other,16,2,0,no,,Other Vehicles,"Not Applicable, Vehicle Not Registered",1,2.0,Rigt,Minor damage,1,1,Clear,Dark - not lighted,other
4892,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,5,sun,3.0,0.0,Weekend,Nighttime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,22,2,0,no,2006.0,Utility Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),1,2.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,other
50719,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,4,mon,20.0,36.0,Weekday,Nighttime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,48,1,1,yes,2009.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,1,Clear,Dark - not lighted,other
8731,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,8,4,sat,23.0,45.0,Weekend,Nighttime,Arkansas,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,On Roadway,19,1,0,no,2017.0,Other Vehicles,"Not Applicable, Vehicle Not Registered",1,1.0,Non-Collision,Minor damage,1,1,Reported as unknown,Dark - not lighted,drunk_driver_involved
43125,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,9,16,sun,22.0,59.0,Weekend,Nighttime,Maryland,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Urban,Interstate,Non-Intersection,Interstate,Non-Junction,Off Roadway/Shoulder,78,1,1,no,2016.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,2,Clear,Dark - not lighted,other
12255,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,12,tue,8.0,19.0,Weekday,Daytime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,55,1,1,yes,2009.0,Automobiles,Vehicle Registered as Business/Company/Government Vehicle,0,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Daylight,other
4108,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,29,sat,6.0,1.0,Weekend,Daytime,Tennessee,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,20,1,0,no,2004.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 9,Disabling damage,1,1,Clear,Dark - not lighted,speeding_driver_involved
49573,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,4,13,fri,22.0,35.0,Weekday,Nighttime,California,"Arizona, California, Hawaii",Urban,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Median,50,2,0,no,2010.0,Automobiles,Driver (in this crash) Was Registered Owner,1,2.0,,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
31874,4,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,2,14,sun,,,Weekend,,California,"Arizona, California, Hawaii",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,32,4,0,no,2004.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,4,4.0,Non-Collision,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
13609,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,2,16,tue,11.0,20.0,Weekday,Daytime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,16,3,0,no,1995.0,Utility Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),1,3.0,Non-Collision,Disabling damage,1,1,Cloudy,Daylight,speeding_driver_involved
45031,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,10,31,wed,17.0,19.0,Weekday,Daytime,California,"Arizona, California, Hawaii",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,48,1,0,no,1997.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Daylight,drunk_driver_involved
49877,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,21,fri,23.0,36.0,Weekday,Nighttime,New Jersey,"Connecticut, New Jersey, New York, Pennsylvania",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Other,Off Roadway/Other,18,1,1,yes,2017.0,Utility Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),0,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,other
55017,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,10,sun,3.0,38.0,Weekend,Nighttime,Texas,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Interstate,Non-Intersection,Interstate,Other,Off Roadway/Other,26,1,0,no,1999.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Cloudy,Dark - not lighted,other
49519,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,4,19,wed,21.0,46.0,Weekday,Nighttime,Kentucky,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,On Roadway,39,1,0,no,2015.0,Other Vehicles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Non-Collision,Minor damage,1,1,Clear,Dark - not lighted,other
27654,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,9,tue,23.0,5.0,Weekday,Nighttime,Maine,"Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,48,1,0,no,2003.0,Automobiles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 11,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
30938,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,10,8,sun,19.0,19.0,Weekend,Nighttime,Texas,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,44,1,1,yes,2017.0,Light Conventional Trucks,Vehicle Registered as Business/Company/Government Vehicle,0,1.0,Clockpoint 12,Minor damage,1,1,Clear,Daylight,drunk_driver_involved
38609,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,12,10,mon,21.0,55.0,Weekday,Nighttime,New York,"Connecticut, New Jersey, New York, Pennsylvania",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,22,1,0,no,1999.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 9,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
46266,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,2,thu,3.0,15.0,Weekday,Nighttime,Missouri,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,Off Roadway/Other,34,2,0,no,2009.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,2.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
17852,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,27,wed,9.0,8.0,Weekday,Daytime,New Jersey,"Connecticut, New Jersey, New York, Pennsylvania",Urban,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,58,1,2,yes,1994.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,,1,1,,Daylight,other
34990,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,Yes - Hit and Run,Other Crash,8,12,sun,0.0,30.0,Weekend,Nighttime,South Carolina,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Arterial,Non-Junction,On Roadway,35,1,1,yes,2007.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 2,Functional damage,1,1,Clear,Dark - not lighted,other
5058,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,16,mon,10.0,35.0,Weekday,Daytime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Major Collector,Other,Off Roadway/Other,76,1,1,yes,2011.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Daylight,other
42278,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,11,17,thu,20.0,8.0,Weekday,Nighttime,Minnesota,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Other,Off Roadway/Median,19,1,0,no,2006.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,speeding_driver_involved
16410,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,8,fri,7.0,30.0,Weekday,Daytime,Alabama,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,19,3,0,no,2006.0,Automobiles,Driver (in this crash) Was Registered Owner,1,3.0,Clockpoint 9,Disabling damage,1,1,Clear,Daylight,speeding_driver_involved
42920,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,20,sun,0.0,55.0,Weekend,Nighttime,Ohio,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Other,Off Roadway/Other,37,1,0,no,2003.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
25087,1,Single-Vehicle Crash,Other Crash,Pedalcyclist Fatality Involved Crash,Other Crash,No - Hit and Run,Other Crash,6,15,wed,16.0,34.0,Weekday,Daytime,Utah,"Colorado, Nevada, North Dakota, South Dakota, Utah, Wyoming",Urban,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,57,1,1,no,2010.0,Medium/Heavy Trucks,Driver (in this crash) Was Registered Owner,0,1.0,,Minor damage,1,1,Clear,Daylight,other
7124,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,7,sat,13.0,50.0,Weekend,Daytime,Michigan,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,55,1,0,no,2011.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Non-Collision,Disabling damage,1,1,Clear,Daylight,other
16110,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,5,10,thu,23.0,30.0,Weekday,Nighttime,Georgia,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,32,1,0,no,2002.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
725,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,7,1,sat,20.0,4.0,Weekend,Nighttime,Oklahoma,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Rural,Interstate,Non-Intersection,Interstate,Non-Junction,On Roadway,37,1,0,no,2016.0,Medium/Heavy Trucks,Vehicle Registered as Business/Company/Government Vehicle,1,1.0,Non-Collision,Disabling damage,1,1,Clear,Daylight,other
31953,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,1,4,thu,6.0,40.0,Weekday,Daytime,California,"Arizona, California, Hawaii",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other,Non-Junction,On Roadway,52,1,1,yes,2012.0,Automobiles,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Functional damage,1,1,Cloudy,Dark - lighted,other
11086,1,Single-Vehicle Crash,Pedestrian Fatality Involved Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,11,8,tue,18.0,1.0,Weekday,Nighttime,Arizona,"Arizona, California, Hawaii",Urban,Non-Interstate,Intersection,Principal Arterial – Other,Junction,On Roadway,52,1,1,yes,1978.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,0,1.0,Clockpoint 12,Minor damage,1,1,Clear,Dark - lighted,other
10381,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,9,30,fri,7.0,23.0,Weekday,Daytime,Indiana,"Illinois, Indiana, Michigan, Minnesota, Ohio, Wisconsin",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,71,2,0,no,2003.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,2.0,Non-Collision,Disabling damage,1,1,Rain,Dark - not lighted,speeding_driver_involved
50820,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,7,17,sun,18.0,58.0,Weekend,Nighttime,Kentucky,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,55,1,0,no,2004.0,Light Conventional Trucks,Driver (in this crash) Was Registered Owner,1,1.0,Clockpoint 12,Minor damage,1,1,Clear,Daylight,other
37535,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,25,sat,21.0,54.0,Weekend,Nighttime,South Carolina,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Intersection,Minor Arterial,Junction,On Roadway,26,1,0,no,2006.0,"Motorcycles, Mopeds, All-Terrain Vehicles; All-Terrain Cycles",Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Non-Collision,Functional damage,1,1,Clear,Daylight,drunk_driver_involved
38448,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,4,6,thu,2.0,38.0,Weekday,Nighttime,Texas,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,34,2,0,no,2010.0,Automobiles,Driver (in this crash) Was Registered Owner,1,2.0,Clockpoint 1,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
25328,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,7,14,sat,17.0,47.0,Weekend,Daytime,Mississippi,"Louisiana, Mississippi, New Mexico, Oklahoma, Texas",Urban,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,15,4,0,no,2003.0,Light Conventional Trucks,Driver (in this crash) Not Registered Owner (other private owner listed),1,4.0,Clockpoint 12,Disabling damage,1,1,Cloudy,Daylight,other
23431,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,4,29,sun,21.0,25.0,Weekend,Nighttime,Florida,"Alabama, Florida, Georgia, South Carolina, Tennessee",Urban,Non-Interstate,Non-Intersection,Principal Arterial – Other Freeways and Expressways,Non-Junction,Off Roadway/Other,30,2,0,no,1997.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,2.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - lighted,drunk_driver_involved
3231,1,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,12,30,sun,21.0,47.0,Weekend,Nighttime,Missouri,"Arkansas, Iowa, Kansas, Missouri, Nebraska",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,16,2,0,no,2007.0,Light Conventional Trucks,"Not Applicable, Vehicle Not Registered",1,2.0,Right-front side,Disabling damage,1,1,Rain,Dark - not lighted,speeding_driver_involved
34234,2,Single-Vehicle Crash,Other Crash,Other Crash,Rollover Involved Crash,No - Hit and Run,Other Crash,11,13,sun,13.0,39.0,Weekend,Daytime,Tennessee,"Alabama, Florida, Georgia, South Carolina, Tennessee",Rural,Non-Interstate,Non-Intersection,Minor Collector,Non-Junction,Off Roadway/Other,63,2,0,no,2007.0,Utility Vehicles,Driver (in this crash) Was Registered Owner,2,2.0,,Disabling damage,1,1,Clear,Daylight,other
44885,1,Single-Vehicle Crash,Other Crash,Other Crash,Other Crash,No - Hit and Run,Other Crash,8,31,thu,1.0,50.0,Weekday,Nighttime,North Carolina,"Delaware, District of Columbia, Kentucky, Maryland, North Carolina, Virginia, West Virginia",Rural,Non-Interstate,Non-Intersection,Major Collector,Non-Junction,Off Roadway/Other,23,1,0,no,2001.0,Automobiles,Driver (in this crash) Not Registered Owner (other private owner listed),1,1.0,Clockpoint 12,Disabling damage,1,1,Clear,Dark - not lighted,drunk_driver_involved
